,freight_value,price,payment_value,payment_installments,payment_sequential
57663,15.65,19.9,35.55,1,1
100854,18.15,127.9,146.05,10,1
40406,57.33,79.9,137.23,4,1
80063,14.15,56.99,71.14,2,1
51172,17.68,119.99,137.67,3,1
82304,8.11,19.99,76.2,7,1
110011,12.69,27.92,40.61,1,1
94103,15.28,75.0,50.0,1,2
26251,7.39,5.9,53.16,5,1
37155,35.53,129.9,165.43,3,1
94164,17.63,29.99,47.62,4,1
91212,50.5,139.9,190.4,3,1
42279,21.33,120.0,66.33,2,1
11461,27.47,199.0,226.47,4,1
7842,70.63,249.9,18.16,1,7
57927,17.07,89.8,213.74,1,1
98325,16.79,19.9,36.69,1,1
21439,11.76,79.0,90.76,1,1
51378,11.73,62.99,74.72,1,1
54083,33.73,670.0,703.73,1,1
3137,15.1,38.4,160.5,1,1
40410,19.53,79.9,99.43,1,1
63923,52.86,105.0,473.58,1,1
62549,77.92,89.9,167.82,10,1
34824,26.69,86.9,113.59,5,1
44534,27.25,73.9,404.6,3,1
58448,8.83,155.0,327.66,1,1
67324,14.45,204.0,218.45,1,1
47160,16.01,179.99,196.0,4,1
95741,14.52,19.99,34.51,1,1
51280,22.17,239.99,262.16,1,1
12036,7.94,55.65,63.59,1,1
5145,16.32,98.7,115.02,5,1
85138,20.99,49.9,141.78,1,1
90790,16.75,79.9,96.65,1,1
54972,25.0,119.99,144.99,2,1
69264,23.56,119.9,143.46,1,1
111037,77.23,399.9,477.13,4,1
50582,9.51,99.99,109.5,1,1
76204,15.65,63.36,79.01,1,1
26653,46.22,252.0,298.22,5,1
93554,15.24,69.9,85.14,1,1
34848,34.43,89.9,124.33,1,1
64011,19.3,108.0,381.9,3,1
78143,22.55,69.99,92.54,2,1
57459,21.15,31.9,53.05,1,1
10874,18.75,214.0,232.75,3,1
106075,15.1,25.0,80.2,6,1
107923,17.77,74.99,68.34,1,2
36999,14.13,144.9,159.03,3,1
54709,15.83,135.0,150.83,1,1
77739,34.15,31.9,66.05,3,1
83827,33.08,99.0,132.08,2,1
35406,25.61,109.9,135.51,10,1
107780,15.1,29.99,45.09,1,1
2152,60.51,295.0,355.51,1,1
102369,14.58,59.9,74.48,1,1
43990,16.34,83.36,99.7,6,1
45773,42.67,55.9,98.57,1,1
22125,17.92,42.9,121.64,1,1
70888,21.39,64.99,115.28,3,1
64507,3.87,55.0,205.42,10,1
39975,17.6,40.0,230.4,1,1
60173,13.61,69.9,250.53,3,1
9914,16.79,50.0,133.58,1,1
33562,15.37,70.0,85.37,3,1
6755,16.54,111.9,128.44,6,1
78048,16.77,144.9,161.67,1,1
96824,47.39,299.0,346.39,5,1
31918,28.77,59.9,88.67,3,1
49035,22.27,79.9,102.17,4,1
20670,15.28,75.0,60.0,1,2
76900,7.78,19.9,25.0,1,2
26138,7.79,75.9,83.69,1,1
15985,18.29,148.0,166.29,3,1
45194,47.78,599.99,647.77,1,1
77987,16.54,189.9,206.44,5,1
64477,19.23,45.0,191.68,8,1
66756,15.87,159.9,175.77,3,1
92092,13.46,89.0,102.46,1,1
44478,19.39,59.9,79.29,2,1
59942,19.91,37.8,105.22,1,1
87574,17.37,79.99,97.36,1,1
71483,18.23,39.99,58.22,1,1
57448,15.3,28.9,44.2,1,1
65239,24.84,45.0,69.84,5,1
28043,23.24,62.8,86.04,1,1
59621,33.74,184.99,218.73,1,1
30812,16.32,45.5,123.64,4,1
42067,19.6,59.0,157.2,4,1
109093,18.39,89.9,204.19,1,1
884,20.14,119.99,140.13,2,1
52806,14.7,499.9,514.6,1,1
34466,56.37,139.99,589.08,1,1
111449,11.43,58.99,70.42,1,1
41092,12.74,56.99,69.73,1,1
45450,19.59,40.0,59.59,2,1
55756,13.61,40.0,53.61,1,1
102520,10.96,10.99,43.9,1,1
12899,9.61,179.49,189.1,6,1
108643,14.43,99.9,228.66,3,1
24492,19.32,48.9,68.22,6,1
29233,36.06,79.0,115.06,7,1
89392,2.84,59.0,15.21,1,6
82144,14.55,56.0,70.55,3,1
90104,11.91,59.0,70.91,1,1
4451,17.16,59.9,77.06,1,1
94053,7.68,59.91,67.59,1,1
65624,14.65,129.0,287.3,6,1
60470,25.38,28.9,54.28,1,1
21193,9.45,125.9,135.35,1,1
4058,25.84,200.0,963.34,1,1
12883,15.01,179.49,194.5,10,1
8936,14.11,28.9,129.03,10,1
39525,17.09,119.9,136.99,10,1
97644,23.06,68.0,91.06,4,1
77451,20.3,81.9,102.2,1,1
74569,33.37,17.0,108.71,7,1
60150,8.36,28.99,37.35,1,1
16757,22.91,148.9,171.81,2,1
81230,9.02,118.0,127.02,6,1
71645,9.26,56.89,132.3,1,1
1549,33.33,219.9,506.46,10,1
41651,12.69,49.0,61.69,2,1
2891,12.89,78.0,818.01,5,1
79403,11.85,48.4,60.25,1,1
65650,7.39,29.0,36.39,1,1
16083,17.46,107.0,124.46,6,1
64682,7.78,39.0,123.56,2,1
40165,9.34,45.9,276.2,5,1
54963,64.14,109.99,174.13,4,2
17541,15.21,64.9,80.11,1,1
36627,16.79,24.9,83.38,8,1
43291,28.81,205.0,233.81,10,1
105155,11.24,89.9,202.28,2,1
64597,15.14,56.0,71.14,3,1
34997,16.24,86.9,103.14,3,1
82947,11.85,19.9,31.75,3,1
29586,14.13,58.9,73.03,3,1
83887,15.14,139.0,308.28,6,1
35508,12.15,220.0,232.15,7,1
37818,15.1,39.99,55.09,1,1
48199,9.34,69.99,79.33,2,1
85247,28.82,49.0,233.46,10,1
69436,13.91,878.0,891.91,5,1
80120,15.15,56.99,72.14,3,1
40740,18.87,279.9,298.77,8,1
66825,19.28,168.9,188.18,8,1
84504,10.24,53.9,140.92,1,1
36099,15.87,159.9,175.77,1,1
12723,26.44,50.9,77.34,5,1
74706,19.28,168.48,563.28,1,1
64393,11.85,29.0,40.85,2,1
2201,12.52,169.0,181.52,1,1
81654,19.99,269.9,579.78,4,1
20395,35.25,24.9,91.1,4,1
7578,17.99,179.0,196.99,3,1
48439,23.28,99.9,246.36,3,1
13282,12.79,18.0,30.79,1,1
9467,147.52,258.0,405.52,1,1
22793,8.78,82.99,77.35,3,1
39707,18.69,29.9,135.28,1,1
96965,21.46,121.9,143.36,10,1
51636,12.82,188.0,200.82,2,1
91048,8.14,125.9,134.04,2,1
83672,16.32,35.28,154.8,10,1
96659,12.93,69.9,82.83,6,1
18478,16.18,59.9,76.08,1,1
29911,16.6,44.9,61.5,1,1
71709,27.75,66.99,94.74,1,1
49147,32.13,179.9,212.03,1,1
102530,16.75,267.5,568.5,10,1
89781,14.1,15.99,30.09,1,1
32181,7.87,16.9,74.31,1,1
1764,96.63,176.99,273.62,1,1
25388,8.78,88.83,97.61,1,1
65761,12.96,89.0,101.96,1,1
44108,16.25,69.9,86.15,3,1
37913,11.85,39.99,51.84,5,1
61499,13.18,239.99,50.0,1,3
41685,22.23,249.0,271.23,1,1
66215,19.57,1625.0,1644.57,10,1
100097,7.01,92.0,227.05,4,1
109878,15.17,199.7,214.87,6,1
69025,31.73,1399.9,1431.63,1,1
65753,8.99,89.0,97.99,1,1
68010,14.9,164.9,179.8,10,1
21047,71.13,59.0,130.13,2,1
41884,43.24,117.99,161.23,1,1
51427,20.08,119.99,140.07,2,1
61460,23.69,1035.09,1058.78,10,1
22270,12.51,78.9,91.41,1,1
45787,23.27,66.9,90.17,1,1
15702,20.25,129.9,150.15,1,1
79399,18.57,99.0,117.57,5,1
38164,11.85,22.9,34.75,3,1
49499,15.11,45.0,60.11,2,1
94908,7.78,12.5,20.28,1,1
86949,37.65,345.95,1150.8,10,1
4547,12.69,45.9,58.59,2,1
3522,13.08,38.4,102.96,2,1
31353,19.46,69.9,89.36,1,1
9641,14.52,45.89,60.41,1,1
18887,18.37,159.9,178.27,3,1
70029,7.71,29.9,37.61,1,1
19633,16.25,69.9,86.15,1,1
457,56.31,146.99,203.3,8,1
15104,15.98,16.48,32.46,1,1
48369,45.75,129.9,175.65,2,1
65515,13.76,189.0,202.76,2,1
56075,18.71,162.5,181.21,2,1
75741,7.81,79.18,173.98,3,1
87930,19.22,329.9,349.12,3,1
17799,12.86,27.95,40.81,1,1
55825,7.74,79.9,87.64,4,1
83117,55.83,225.0,280.83,5,1
67196,26.92,120.0,146.92,4,1
69883,14.1,29.99,88.18,1,1
11206,24.0,143.8,50.0,1,2
89098,13.57,79.0,185.14,10,1
78628,7.78,24.89,32.67,1,1
43100,11.85,36.99,146.52,2,1
1507,24.55,179.9,408.9,2,1
77777,15.36,37.0,104.72,3,1
48240,15.25,69.99,85.24,2,1
94004,18.23,37.99,56.22,1,1
13995,16.15,199.99,216.14,7,1
73451,33.03,326.16,359.19,7,1
98003,15.17,59.95,75.12,2,1
93873,14.11,18.99,33.1,3,1
67993,18.87,539.0,557.87,4,1
19712,18.95,549.9,568.85,8,1
47183,10.12,249.99,260.11,6,1
7890,15.36,69.0,84.36,1,1
50944,17.26,144.99,162.25,1,1
84323,19.65,59.0,78.65,1,1
18853,18.12,125.0,143.12,1,1
60053,14.1,42.79,56.89,1,1
42504,19.14,149.0,168.14,3,1
51713,13.24,148.0,161.24,1,1
47992,13.25,129.99,143.24,3,1
60915,22.41,68.9,91.31,1,1
112424,39.29,249.0,288.29,2,1
81025,22.53,117.7,140.23,1,1
76079,13.08,135.97,149.05,3,1
52431,60.57,249.9,399.25,1,1
70807,10.96,19.99,30.95,1,1
27098,12.79,48.9,61.69,1,1
103185,7.87,11.0,18.87,1,1
90049,20.49,226.0,246.49,5,1
31447,20.49,547.99,568.48,6,1
73482,12.21,125.02,137.23,1,1
35665,11.88,69.9,81.78,8,1
87882,16.67,59.9,76.57,1,1
77955,14.43,48.9,63.33,2,1
41008,27.2,159.99,187.19,2,1
51590,7.73,44.9,50.73,1,2
66002,15.81,999.99,1015.8,1,1
29177,9.34,15.55,24.89,1,1
46752,16.11,29.0,45.11,1,1
7752,14.83,59.9,149.46,7,1
142,133.85,179.9,1316.14,10,1
87143,18.63,46.3,64.93,1,1
106820,25.63,39.9,15.22,1,4
44620,38.67,159.9,198.57,5,1
46621,11.99,69.9,81.89,3,1
46450,8.72,42.99,51.71,1,1
4608,12.69,45.9,58.59,4,1
6266,19.82,89.9,109.72,2,1
98704,11.11,415.99,427.1,10,1
17983,56.32,75.6,219.87,1,1
74542,29.1,99.9,387.0,4,1
21761,17.29,219.0,236.29,3,1
59306,14.03,129.9,143.93,2,1
112187,55.41,599.0,654.41,1,1
74846,16.18,59.9,76.08,1,1
80054,14.15,56.99,142.28,1,1
76858,27.37,136.9,328.54,10,1
8777,9.27,59.9,138.34,10,1
95481,24.84,28.99,53.83,5,1
112254,15.23,3.9,95.65,4,1
87760,18.43,49.99,136.84,6,1
92635,18.23,37.99,56.22,1,1
110838,19.07,128.0,147.07,4,1
3660,27.06,41.89,68.95,1,1
100741,15.53,171.0,631.61,1,1
43344,18.14,205.0,223.14,10,1
4738,40.63,159.9,200.53,4,1
42567,12.17,138.0,450.51,4,1
102156,48.63,119.0,194.92,3,1
36290,12.14,149.9,162.04,10,1
1199,45.25,179.99,1351.44,1,1
44822,9.34,34.9,44.24,4,1
67671,38.22,219.0,257.22,2,1
14543,66.07,1369.9,1435.97,10,1
57792,14.1,39.9,108.0,3,1
36310,23.63,149.9,173.53,6,1
25867,67.01,90.9,157.91,2,1
107600,14.1,49.9,64.0,1,1
111376,12.79,31.9,44.69,1,1
73650,15.42,96.0,111.42,1,1
37003,11.79,99.9,223.38,2,1
79572,27.08,27.9,20.0,1,2
13401,15.1,16.9,32.0,3,1
95348,19.71,229.9,149.61,14,1
67893,30.17,699.0,729.17,8,1
106889,7.78,59.9,67.68,1,1
107291,15.3,79.0,94.3,1,1
1684,56.25,380.0,436.25,7,1
8950,14.52,36.9,51.42,1,1
28808,8.88,47.9,227.12,1,1
61206,18.33,64.9,83.23,1,1
97566,15.1,114.0,258.2,8,1
41905,17.83,82.99,100.82,5,1
11471,8.88,17.0,25.88,1,1
80427,15.1,13.99,87.26,2,1
28828,23.28,69.0,92.28,2,1
63233,11.85,24.5,72.7,3,1
16522,15.1,37.49,52.59,2,1
14338,18.75,95.4,114.15,2,1
24149,19.64,64.99,162.4,1,1
56894,15.06,187.0,202.06,7,1
82954,18.51,59.0,77.51,1,1
40127,15.11,45.9,61.01,1,1
107572,12.79,49.9,62.69,3,1
84086,11.75,53.9,286.12,1,1
55408,16.26,299.0,315.26,4,1
27144,6.66,26.9,276.34,10,1
50909,18.26,144.99,163.25,1,1
25145,25.5,135.0,160.5,3,1
102931,21.87,570.0,591.87,10,1
74271,19.43,34.9,54.33,1,1
2394,44.91,159.0,203.91,8,1
59311,13.07,134.9,147.97,2,1
92550,21.15,24.99,46.14,1,1
56607,25.63,49.0,74.63,1,1
49095,27.06,139.99,167.05,3,1
35296,13.7,92.0,105.7,2,1
23156,18.23,49.9,68.13,6,1
96935,8.34,24.99,33.33,1,1
50869,23.49,129.99,153.48,3,1
38586,15.1,19.9,35.0,1,1
110631,12.79,12.06,24.85,1,1
31982,11.85,24.9,36.75,1,1
77934,14.22,49.9,64.12,1,1
112352,15.31,79.9,95.21,9,1
20178,13.57,32.9,46.47,1,1
40287,8.72,25.0,33.72,3,1
3842,39.69,108.0,147.69,10,1
37556,18.04,113.57,394.83,10,1
70884,7.78,19.99,27.77,1,1
110835,22.35,289.99,624.68,1,1
821,21.35,99.98,727.98,10,1
84548,19.66,59.9,79.56,6,1
52038,7.48,31.99,39.47,1,1
53390,18.27,99.9,118.17,5,1
62659,17.0,2399.0,2416.0,10,1
74245,23.27,79.0,102.27,3,1
92618,22.06,27.99,150.15,6,1
61051,7.39,24.89,129.12,2,1
79490,18.37,38.9,57.27,1,1
104895,15.37,89.0,104.37,3,1
8641,17.63,49.9,67.53,1,1
57718,25.63,31.9,57.53,5,1
2579,32.61,99.0,131.61,2,1
57416,14.11,20.9,35.01,3,1
103744,9.85,157.41,167.26,1,1
84490,17.67,59.9,465.42,1,1
72820,25.73,65.0,90.73,1,1
102646,11.85,44.0,335.1,1,1
124,40.14,179.9,220.04,1,1
29273,22.67,47.99,211.98,4,1
57839,14.5,84.89,287.4,1,1
29981,25.51,69.0,189.02,4,1
109332,16.14,119.9,136.04,1,1
35555,12.69,48.9,61.59,1,1
107755,27.33,169.99,394.64,2,1
65238,24.84,45.0,69.84,5,1
58079,16.52,108.0,249.04,1,1
26894,16.11,23.9,40.01,4,1
47288,15.63,399.99,415.62,7,1
25856,11.85,38.8,50.65,4,1
30959,8.88,19.0,167.28,8,1
86425,50.7,89.99,91.68,1,1
63343,11.85,24.5,36.35,3,1
23948,15.26,59.99,2.34,1,1
3807,23.77,139.2,162.97,2,1
50796,18.16,129.99,148.15,7,1
55796,13.0,79.9,185.8,3,1
103964,8.57,57.9,66.47,1,1
37378,12.29,114.9,127.19,1,1
2212,42.52,14.9,80.16,8,1
38904,12.8,19.9,130.8,1,1
91869,12.78,139.0,151.78,4,1
12547,18.23,45.0,63.23,2,1
71358,20.81,58.99,79.8,2,1
38323,15.1,30.9,46.0,1,1
75917,15.1,14.99,30.09,1,1
41780,14.29,79.9,94.19,1,1
75433,11.02,58.2,69.22,1,1
42703,14.52,110.0,249.04,2,1
98933,7.39,13.65,21.04,1,1
25074,16.11,49.9,66.01,6,1
71772,22.95,64.99,87.94,1,1
38340,34.13,31.9,119.34,1,1
38112,17.6,38.9,56.5,4,1
95596,7.78,28.99,36.77,2,1
26332,16.31,77.94,94.25,1,1
85810,17.67,59.9,155.14,1,1
16440,17.91,94.9,112.81,2,1
1045,25.14,79.98,105.12,7,1
3434,11.21,27.0,76.42,1,1
14664,19.32,22.99,42.31,1,1
110819,19.05,138.9,157.95,2,1
70,26.1,159.98,372.16,10,1
13433,25.71,61.5,87.21,4,1
93278,15.1,21.99,37.09,3,1
102517,8.72,10.99,19.71,1,1
37887,17.14,39.99,164.16,6,1
100090,21.15,31.9,53.05,1,1
24763,18.09,119.9,137.99,1,1
57339,19.07,22.32,41.39,1,1
69255,19.41,219.0,118.56,6,1
61992,16.66,129.0,145.66,3,1
71589,7.4,19.49,53.78,2,1
49844,17.88,89.9,107.78,1,1
37798,12.94,39.99,52.93,2,1
67295,14.5,212.0,226.5,1,1
88800,22.06,49.9,71.96,1,1
96198,9.77,199.9,209.67,1,1
104079,21.02,76.0,97.02,3,1
76390,16.28,119.99,136.27,1,1
98484,16.79,17.9,34.69,1,1
91492,19.05,28.0,47.05,2,1
25752,16.92,49.99,66.91,1,1
41673,21.59,91.0,112.59,5,1
33970,16.6,48.0,129.2,8,1
32990,12.79,45.99,58.78,1,1
74404,18.68,319.65,338.33,2,1
56749,16.28,218.36,234.64,2,1
9320,55.93,93.5,149.43,2,1
53437,20.98,69.9,90.88,6,1
44214,13.84,116.59,130.43,2,1
19161,19.72,74.99,94.71,1,1
51816,13.08,29.5,42.58,1,1
66797,37.88,138.0,175.88,3,1
17749,7.78,43.99,51.77,1,1
33723,18.23,39.9,348.78,2,1
48317,9.09,48.9,57.99,3,1
11587,21.15,94.0,20.0,1,4
4193,108.61,226.97,92.35,1,2
99892,12.99,79.0,91.99,5,1
57051,14.1,39.9,54.0,5,1
46189,15.24,69.9,85.14,1,1
41630,12.86,59.99,72.85,4,1
20824,27.34,1799.0,1826.34,1,1
61591,30.07,238.64,268.71,1,1
61454,18.55,64.9,83.45,1,1
39155,16.11,22.99,39.1,3,1
48964,14.16,379.9,394.06,8,1
49820,17.88,89.9,107.78,4,1
40114,15.11,45.9,61.01,3,1
44034,21.42,132.76,154.18,7,1
24103,16.6,50.0,66.6,3,1
26106,8.09,119.9,127.99,3,1
5644,13.08,69.9,82.98,1,1
89797,12.79,19.99,32.78,1,1
19696,15.99,159.0,174.99,2,1
60841,43.04,144.99,188.03,3,1
76750,61.37,90.0,151.37,10,1
35698,11.85,65.9,77.75,3,1
61270,15.11,29.9,45.01,1,1
53209,23.08,839.0,862.08,3,1
42834,25.78,138.0,163.78,5,1
68756,18.27,55.0,73.27,1,1
31134,23.04,45.0,68.04,3,1
19864,9.16,89.1,196.52,2,1
112018,63.65,795.0,858.65,10,1
32358,5.12,83.8,0.41,1,8
108382,15.57,99.0,229.14,1,1
1647,113.67,274.0,387.67,3,1
91754,9.44,47.9,57.34,1,1
100690,23.71,120.0,143.71,6,1
27801,23.49,130.0,920.94,6,1
2797,4.5,139.9,577.6,2,1
93044,15.1,29.99,45.09,1,1
27183,26.89,26.9,53.79,1,1
99196,19.04,21.9,40.94,1,1
99198,11.85,21.9,33.75,1,1
92551,7.78,24.99,32.77,1,1
9170,47.97,64.99,150.59,1,1
41118,12.74,56.99,69.73,1,1
7168,9.34,49.99,59.33,1,1
94675,27.3,289.0,632.6,6,1
18512,16.86,59.9,76.76,1,1
42382,12.23,54.9,67.13,1,1
4162,19.94,39.0,305.89,4,1
76265,14.46,52.74,67.2,1,1
812,21.35,99.98,727.98,10,1
49619,15.54,110.9,1.61,1,1
20305,16.79,14.0,30.79,3,1
16210,13.66,91.0,104.66,3,1
949,73.05,259.99,333.04,10,1
27847,16.22,85.0,101.22,5,1
57336,15.23,31.9,47.13,4,1
100259,8.82,27.5,36.32,3,1
62593,23.17,298.0,187.75,1,2
87944,8.64,44.99,53.63,1,1
83544,16.64,95.2,70.21,1,2
17774,18.42,44.95,63.37,1,1
67622,14.32,269.0,283.32,3,1
26774,16.11,49.9,66.01,1,1
12106,13.96,134.9,148.86,1,1
112546,11.3,39.9,51.2,1,1
43735,14.49,129.9,144.39,6,1
108560,14.39,94.9,86.06,6,1
12071,15.23,15.0,30.23,1,1
17169,14.1,45.9,60.0,1,1
14124,7.95,99.0,53.45,2,1
109958,8.37,29.99,3.36,1,1
49628,16.46,99.9,116.36,1,1
6760,9.41,84.9,94.31,1,1
25767,16.05,20.0,36.05,1,1
107666,8.41,165.0,173.41,1,1
97797,15.1,29.0,44.1,4,1
653,31.11,114.99,146.1,2,1
69056,32.87,497.0,991.74,8,1
10240,29.04,329.48,1075.56,10,1
3517,9.0,35.0,132.0,3,1
52217,20.52,146.99,167.51,2,1
102204,18.25,53.0,71.25,1,1
93411,12.79,18.9,31.69,1,1
68252,16.13,339.9,356.03,8,1
3010,12.69,38.4,102.18,2,1
27652,18.57,59.9,78.47,3,1
54485,15.23,34.99,50.22,3,1
26688,39.22,299.99,339.21,1,1
85437,37.9,49.9,87.8,1,1
54657,13.37,24.9,38.27,1,1
19315,16.11,47.33,63.44,1,1
88936,38.45,129.0,167.45,3,1
83052,8.37,90.0,98.37,1,1
86898,7.55,11.99,19.54,1,1
86382,34.2,120.0,14.2,1,8
45103,14.51,59.99,74.5,2,1
43797,13.23,34.9,96.26,1,1
72044,27.25,56.99,84.24,1,1
67274,13.5,119.9,133.4,6,1
23467,130.98,1141.0,1271.98,10,1
28872,15.1,49.9,65.0,5,1
62604,24.66,1058.0,1082.66,1,1
78985,15.13,54.9,70.03,3,1
35647,12.83,69.9,82.73,1,1
64020,9.33,105.0,114.33,1,1
73364,14.66,69.9,84.56,8,1
43067,47.45,144.99,192.44,1,1
61188,18.23,12.88,31.11,1,1
102284,14.11,51.99,66.1,1,1
4801,19.33,149.9,169.23,1,1
25220,17.31,124.99,134.1,1,2
37779,16.24,68.09,168.66,10,1
99021,25.63,13.65,39.28,1,1
105631,8.27,14.9,23.17,1,1
96910,7.87,64.9,72.77,2,1
111621,18.59,46.55,65.14,3,1
11402,8.88,39.9,48.78,1,1
97181,20.76,139.0,319.53,10,1
84705,21.35,53.9,75.25,2,1
82808,12.48,44.9,57.38,1,1
77983,18.65,110.0,128.65,3,1
6213,13.37,37.5,101.74,7,1
69637,35.4,228.0,263.4,10,1
64257,15.3,78.0,93.3,2,1
63587,16.15,200.0,216.15,1,1
49654,16.74,139.99,156.73,3,1
101092,8.21,168.8,177.01,4,1
17359,15.1,25.9,41.0,1,1
5216,15.1,10.99,26.09,1,1
67069,17.19,349.0,366.19,4,1
47797,13.37,38.89,52.26,5,1
12579,38.35,114.0,152.35,1,1
79259,7.55,44.9,52.45,2,1
108550,14.48,106.9,121.38,3,1
45789,46.87,55.9,216.54,1,1
53531,18.23,24.0,42.23,1,1
73267,19.59,37.9,57.49,5,1
106843,18.38,135.0,206.76,6,1
72548,19.4,185.0,204.4,1,1
108566,14.32,84.9,99.22,1,1
49350,15.98,109.9,125.88,2,1
42488,44.84,149.0,193.84,3,1
41161,12.74,56.99,69.73,2,1
84704,17.67,59.9,77.57,7,1
92125,19.04,566.88,585.92,1,1
26635,19.57,54.9,74.47,1,1
92914,14.1,39.99,54.09,5,1
55851,17.45,144.41,161.86,2,1
111525,27.58,148.6,176.18,1,1
92452,12.79,29.98,42.77,4,1
81062,18.72,119.9,138.62,3,1
111337,15.79,45.9,61.69,1,1
58640,14.83,94.99,109.83,3,1
68909,15.13,54.99,70.12,1,1
9274,15.1,16.9,32.0,3,1
11792,21.61,109.9,131.51,2,1
5908,20.98,69.9,181.76,1,1
84479,17.6,49.9,67.5,1,1
111741,14.1,24.99,39.09,3,1
52544,35.71,55.9,20.0,1,2
54572,27.3,139.9,167.2,3,1
43405,15.01,200.0,215.01,8,1
93597,7.78,19.9,27.68,1,1
30559,15.1,39.0,54.1,1,1
29609,21.26,59.9,81.16,8,1
62411,31.03,379.0,410.03,10,1
89894,12.85,234.9,247.75,3,1
28144,8.72,34.78,87.0,1,1
46769,16.11,49.0,65.11,4,1
68992,33.14,98.9,132.04,6,1
103007,9.44,47.49,113.86,1,1
78882,12.48,25.0,37.48,1,1
2447,21.14,93.0,114.14,8,1
53128,28.56,299.0,327.56,1,1
97018,16.64,95.2,111.84,3,1
54559,20.19,99.9,120.09,2,1
87573,12.38,95.99,216.74,1,1
44761,23.92,149.9,173.82,3,1
111060,67.6,1561.0,1628.6,10,1
41678,9.27,86.0,95.27,1,1
26780,18.91,95.0,113.91,1,1
82611,13.11,64.0,77.11,1,1
13279,12.79,23.0,35.79,1,1
24522,9.09,48.9,57.99,1,1
19815,8.98,89.99,98.97,1,1
101718,14.57,36.99,51.56,1,1
60944,7.78,19.99,55.54,1,1
18197,23.63,149.9,173.53,1,1
52988,15.1,44.9,60.0,1,1
108456,15.29,76.9,92.19,1,1
98242,12.48,14.9,27.38,1,1
28819,14.58,39.0,53.58,1,1
9602,18.98,67.9,9.02,1,3
16207,13.74,103.0,116.74,3,1
17342,14.1,25.9,40.0,1,1
38393,16.05,17.9,33.95,1,1
95541,25.63,28.99,54.62,5,1
27017,26.94,55.0,81.94,1,1
22034,15.1,43.5,117.2,10,1
49687,17.06,49.99,67.05,3,1
44521,19.39,59.9,158.58,2,1
101012,7.78,36.8,89.16,1,1
92171,18.28,24.99,43.27,4,1
34147,13.67,86.9,1.85,1,10
61173,7.87,12.88,62.25,1,1
7646,17.6,49.9,67.5,6,1
79758,11.9,56.99,18.89,1,1
36825,18.09,119.9,137.99,10,1
93734,24.84,18.99,43.83,4,1
26717,7.61,49.99,57.6,1,1
70667,15.39,89.99,105.38,10,1
23882,13.71,34.9,48.61,1,1
48427,7.39,45.99,160.14,1,1
30939,18.0,107.85,125.85,2,1
31476,18.01,34.9,158.73,1,1
22950,12.9,50.0,152.47,1,1
76010,25.31,109.0,268.62,1,1
85500,17.67,59.9,155.14,1,1
16168,13.53,73.0,86.53,2,1
10299,40.15,329.9,370.05,10,1
14503,18.03,418.9,873.86,6,1
23211,19.67,99.99,119.66,1,1
14934,13.25,99.9,113.15,1,1
87771,18.65,199.9,218.55,10,1
89851,17.86,229.9,247.76,2,1
94640,25.54,170.0,195.54,1,1
33165,91.39,139.99,231.38,10,1
40418,13.76,105.9,119.66,1,1
25042,78.93,499.9,1157.66,3,1
54299,8.69,74.99,83.68,1,1
11250,16.71,143.8,160.51,3,1
4293,10.72,45.9,41.96,1,2
67633,14.1,237.0,251.1,5,1
104543,26.44,59.99,353.09,10,1
93986,7.39,28.99,36.38,1,1
47483,34.88,160.0,194.88,3,1
31756,34.8,149.0,100.0,1,2
82118,15.1,10.6,25.7,1,1
39981,23.37,113.0,136.37,6,1
66272,37.55,123.0,160.55,4,1
17535,14.1,43.9,58.0,5,1
112005,49.87,750.0,799.87,1,1
84011,21.35,53.9,75.25,5,1
69589,43.42,198.0,241.42,24,1
21748,14.1,49.99,64.09,3,1
30829,18.29,26.85,45.14,1,1
103641,12.86,27.9,40.76,1,1
104846,12.98,46.0,58.98,1,1
11906,50.96,34.0,84.96,8,1
76365,15.1,30.99,46.09,2,1
91726,21.05,79.9,100.95,1,1
83888,15.14,139.0,308.28,6,1
50991,18.86,229.99,248.85,1,1
54662,21.08,89.9,110.98,8,1
59941,15.93,31.58,105.22,1,1
34240,12.69,49.9,47.82,1,2
32123,9.01,37.5,93.02,1,1
56335,24.84,28.0,264.2,1,1
51582,15.11,35.9,51.01,1,1
90797,9.35,76.0,85.35,1,1
93096,7.78,21.99,29.77,2,1
100986,9.34,12.99,22.33,1,1
33774,17.09,29.9,4.63,1,1
43165,15.46,46.99,187.35,5,1
44485,19.61,59.9,159.02,4,1
3011,15.18,35.0,150.54,3,1
112410,36.62,75.0,111.62,2,1
39444,17.84,84.44,102.28,4,1
53224,14.52,25.0,5.52,1,2
9023,11.9,99.9,223.6,1,1
28740,34.36,1149.0,1009.98,1,1
71999,39.11,119.99,159.1,5,1
32416,42.34,259.0,301.34,8,1
98305,12.48,18.9,31.38,1,1
65404,7.78,55.0,62.78,3,1
102869,0.76,19.9,172.59,1,1
96004,15.1,21.99,37.09,1,1
37640,10.25,54.55,1.58,1,10
60745,24.48,239.9,264.38,1,1
92673,15.28,24.99,40.27,1,1
12580,22.1,55.0,77.1,1,1
110247,15.23,19.95,35.18,1,1
74306,17.84,199.65,217.49,3,1
56517,9.56,180.0,189.56,1,1
93776,12.8,19.99,32.79,3,1
